Index;MODEL;RMSD_LB;RMSD_UB;SCORE;SDFMoleculeName;SMILES;TORSDO
4;5.0;5.396;7.482;-3.1;CHEMBL3454460;[H]N(C)(CCC1=C(C)N=CS1)CC1=CC=C(Br)O1;F 5
5;6.0;2.59;7.268;-3.1;CHEMBL4539956;[H]N(CCC1=C(C)N=CS1)C(=O)C(C(C)C)N([H])([H])C;F 6
5;6.0;3.963;5.742;-3.1;CHEMBL4560094;[H]OC(CCSC)C(=O)N([H])CCC1=C(C)N=CS1;F 8
5;6.0;4.687;6.98;-3.1;CHEMBL3475809;[H]OCC1=CC=C(CN([H])(C)CCC2=C(C)N=CS2)O1;F 7
5;6.0;4.851;7.875;-3.1;CHEMBL3454460;[H]N(C)(CCC1=C(C)N=CS1)CC1=CC=C(Br)O1;F 5
6;7.0;3.421;4.857;-3.1;CHEMBL4560094;[H]OC(CCSC)C(=O)N([H])CCC1=C(C)N=CS1;F 8
7;8.0;3.721;8.084;-3.1;CHEMBL1625376;CC1=C(CCOC(=O)C2=CC=C(N(=O)=O)C=C2)SC=N1;F 6
7;8.0;3.988;5.549;-3.1;CHEMBL1617558;CC1=C(CCOC(=O)C2=CC=CC=C2)SC=N1;F 5
7;8.0;5.493;6.682;-3.1;CHEMBL4576460;[H]N(CCC1=C(C)N=CS1)C(=O)C(C(C)(C)C)N([H])([H])[H];F 6
7;8.0;5.75;8.083;-3.1;CHEMBL4570627;CC1=C(CCN(C)C(=O)C2=NON=C2)SC=N1;F 4
8;9.0;2.674;3.451;-3.1;CHEMBL1740596;CC1=C(CCOC(=O)C2=CN=CC=C2)SC=N1;F 5
8;9.0;2.788;3.524;-3.1;CHEMBL1625376;CC1=C(CCOC(=O)C2=CC=C(N(=O)=O)C=C2)SC=N1;F 6
8;9.0;4.421;5.586;-3.1;CHEMBL4516779;[H]OC1=NC=C(C(=O)N(C)CCC2=C(C)N=CS2)N=C1;F 5
0;1.0;0.0;0.0;-3.0;CHEMBL1236482;[H]OCCC1=C(C)N=CS1;F 3
1;2.0;2.294;2.402;-3.0;CHEMBL4553561;[H]OCC1=C(Cl)N=CS1;F 2
2;3.0;3.956;6.292;-3.0;CHEMBL4569677;[H]N([H])(CCOC)CC1=C(C)N=CS1;F 5
2;3.0;5.497;7.636;-3.0;CHEMBL3478212;CCN(CCOC)C(=O)CCC1=C(C)N=CS1;F 7
3;4.0;3.048;3.788;-3.0;CHEMBL3236173;CC1=C(CCN=N=N)SC=N1;F 3
4;5.0;5.265;6.14;-3.0;CHEMBL3228123;[H]OCCC1=C(C(F)(F)F)N=CS1;F 4
4;5.0;5.92;8.066;-3.0;CHEMBL4593083;[H]N(CCCC1=C(C)N=CS1)C(=O)CN([H])C(=O)N(C)C;F 6
5;6.0;6.987;9.278;-3.0;CHEMBL4593083;[H]N(CCCC1=C(C)N=CS1)C(=O)CN([H])C(=O)N(C)C;F 6
6;7.0;4.965;7.928;-3.0;CHEMBL3454460;[H]N(C)(CCC1=C(C)N=CS1)CC1=CC=C(Br)O1;F 5
6;7.0;5.431;6.676;-3.0;CHEMBL4539956;[H]N(CCC1=C(C)N=CS1)C(=O)C(C(C)C)N([H])([H])C;F 6
6;7.0;6.086;9.346;-3.0;CHEMBL4575169;[H]N1C=C(C(=O)N([H])CCCC2=C(C)N=CS2)C=N1;F 5
6;7.0;7.701;9.781;-3.0;CHEMBL4593083;[H]N(CCCC1=C(C)N=CS1)C(=O)CN([H])C(=O)N(C)C;F 6
8;9.0;2.671;4.041;-3.0;CHEMBL1617558;CC1=C(CCOC(=O)C2=CC=CC=C2)SC=N1;F 5
8;9.0;5.575;7.211;-3.0;CHEMBL4570627;CC1=C(CCN(C)C(=O)C2=NON=C2)SC=N1;F 4
0;1.0;0.0;0.0;-2.9;CHEMBL1190174;[H]N([H])([H])CCC1=C(C)N=CS1;F 3
1;2.0;10.517;11.483;-2.9;CHEMBL1236482;[H]OCCC1=C(C)N=CS1;F 3
1;2.0;7.595;8.773;-2.9;CHEMBL3306931;[H]OCCC1=C(C)N(C)CS1;F 3
1;2.0;9.777;10.855;-2.9;CHEMBL2021610;CC1=C(CCON(=O)=O)SC=N1;F 3
2;3.0;5.705;6.925;-2.9;CHEMBL1236482;[H]OCCC1=C(C)N=CS1;F 3
2;3.0;6.95;7.081;-2.9;CHEMBL4553561;[H]OCC1=C(Cl)N=CS1;F 2
2;3.0;7.106;8.398;-2.9;CHEMBL3228122;[H]OCCC1=C(C)N=C(F)S1;F 3
4;5.0;3.777;4.962;-2.9;CHEMBL3478166;[H]N(C)(CCC1=C(C)N=CS1)CC1=C(C)C=CS1;F 5
4;5.0;7.677;10.785;-2.9;CHEMBL1419411;CC1=C(CCOC(=O)C2=CC=C(Cl)C=C2)SC=N1;F 5
5;6.0;3.302;3.833;-2.9;CHEMBL3228123;[H]OCCC1=C(C(F)(F)F)N=CS1;F 4
5;6.0;9.142;10.831;-2.9;CHEMBL365225;[H]OCCC1=C(C(=O)N([H])C2=NC=CS2)N=CS1;F 4
6;7.0;4.264;6.775;-2.9;CHEMBL3475809;[H]OCC1=CC=C(CN([H])(C)CCC2=C(C)N=CS2)O1;F 7
7;8.0;4.387;5.258;-2.9;CHEMBL3475809;[H]OCC1=CC=C(CN([H])(C)CCC2=C(C)N=CS2)O1;F 7
7;8.0;4.422;7.089;-2.9;CHEMBL3483991;[H]N(CC1=CSC(N(C)C)=N1)C(=O)CCC1=C(C)N=CS1;F 5
7;8.0;5.105;7.655;-2.9;CHEMBL4575169;[H]N1C=C(C(=O)N([H])CCCC2=C(C)N=CS2)C=N1;F 5
7;8.0;5.814;7.707;-2.9;CHEMBL3454460;[H]N(C)(CCC1=C(C)N=CS1)CC1=CC=C(Br)O1;F 5
7;8.0;6.17;9.207;-2.9;CHEMBL4593083;[H]N(CCCC1=C(C)N=CS1)C(=O)CN([H])C(=O)N(C)C;F 6
0;1.0;0.0;0.0;-2.8;CHEMBL1402698;CC1=C(C(O)=O)SC=N1;F 1
0;1.0;0.0;0.0;-2.8;CHEMBL3275138;CCC1=C(C)N=CS1;F 1
1;2.0;6.649;7.667;-2.8;CHEMBL1402698;CC1=C(C(O)=O)SC=N1;F 1
2;3.0;2.137;2.624;-2.8;CHEMBL2104128;CC1=C(CCCCl)SC=N1;F 3
2;3.0;9.628;10.968;-2.8;CHEMBL2021610;CC1=C(CCON(=O)=O)SC=N1;F 3
3;4.0;3.225;4.061;-2.8;CHEMBL2021610;CC1=C(CCON(=O)=O)SC=N1;F 3
3;4.0;3.84;5.057;-2.8;CHEMBL4569677;[H]N([H])(CCOC)CC1=C(C)N=CS1;F 5
3;4.0;5.123;6.343;-2.8;CHEMBL1236482;[H]OCCC1=C(C)N=CS1;F 3
3;4.0;8.612;9.124;-2.8;CHEMBL4553561;[H]OCC1=C(Cl)N=CS1;F 2
4;5.0;3.019;5.769;-2.8;CHEMBL2172682;CC1=C(CCN2C=CN=N2)SC=N1;F 3
4;5.0;7.871;8.878;-2.8;CHEMBL2172683;CC1=C(CCN2C=C(C3=CC=CC=C3)N=N2)SC=N1;F 4
6;7.0;2.602;3.082;-2.8;CHEMBL3228123;[H]OCCC1=C(C(F)(F)F)N=CS1;F 4
7;8.0;4.252;6.83;-2.8;CHEMBL4539956;[H]N(CCC1=C(C)N=CS1)C(=O)C(C(C)C)N([H])([H])C;F 6
8;9.0;4.057;6.916;-2.8;CHEMBL3475809;[H]OCC1=CC=C(CN([H])(C)CCC2=C(C)N=CS2)O1;F 7
8;9.0;4.439;7.038;-2.8;CHEMBL4539956;[H]N(CCC1=C(C)N=CS1)C(=O)C(C(C)C)N([H])([H])C;F 6
8;9.0;5.116;7.461;-2.8;CHEMBL4593083;[H]N(CCCC1=C(C)N=CS1)C(=O)CN([H])C(=O)N(C)C;F 6
8;9.0;5.99;7.903;-2.8;CHEMBL3454460;[H]N(C)(CCC1=C(C)N=CS1)CC1=CC=C(Br)O1;F 5
0;1.0;0.0;0.0;-2.7;CHEMBL315795;CC1=C(CCCl)SC=N1;F 2
1;2.0;2.759;3.8;-2.7;CHEMBL315795;CC1=C(CCCl)SC=N1;F 2
1;2.0;6.901;7.489;-2.7;CHEMBL3275138;CCC1=C(C)N=CS1;F 1
2;3.0;2.769;3.201;-2.7;CHEMBL315795;CC1=C(CCCl)SC=N1;F 2
3;4.0;1.779;2.307;-2.7;CHEMBL315795;CC1=C(CCCl)SC=N1;F 2
3;4.0;4.756;7.249;-2.7;CHEMBL4525811;[H]OC1CCC(C(=O)N(C)CCC2=C(C)N=CS2)CC1;F 5
3;4.0;6.899;7.481;-2.7;CHEMBL3228122;[H]OCCC1=C(C)N=C(F)S1;F 3
4;5.0;3.151;3.969;-2.7;CHEMBL2021610;CC1=C(CCON(=O)=O)SC=N1;F 3
4;5.0;4.86;5.694;-2.7;CHEMBL3752078;CCCCCCCOCCC1=C(C)N=CS1;F 9
4;5.0;5.433;6.347;-2.7;CHEMBL3228122;[H]OCCC1=C(C)N=C(F)S1;F 3
4;5.0;6.059;6.826;-2.7;CHEMBL1236482;[H]OCCC1=C(C)N=CS1;F 3
4;5.0;9.495;11.078;-2.7;CHEMBL3236173;CC1=C(CCN=N=N)SC=N1;F 3
5;6.0;2.753;3.843;-2.7;CHEMBL3478166;[H]N(C)(CCC1=C(C)N=CS1)CC1=C(C)C=CS1;F 5
5;6.0;3.546;4.32;-2.7;CHEMBL2021610;CC1=C(CCON(=O)=O)SC=N1;F 3
5;6.0;4.121;5.141;-2.7;CHEMBL2172682;CC1=C(CCN2C=CN=N2)SC=N1;F 3
5;6.0;7.216;10.791;-2.7;CHEMBL1419411;CC1=C(CCOC(=O)C2=CC=C(Cl)C=C2)SC=N1;F 5
6;7.0;3.547;5.704;-2.7;CHEMBL3478166;[H]N(C)(CCC1=C(C)N=CS1)CC1=C(C)C=CS1;F 5
6;7.0;8.324;10.108;-2.7;CHEMBL365225;[H]OCCC1=C(C(=O)N([H])C2=NC=CS2)N=CS1;F 4
7;8.0;3.247;7.96;-2.7;CHEMBL4560094;[H]OC(CCSC)C(=O)N([H])CCC1=C(C)N=CS1;F 8
8;9.0;4.839;8.444;-2.7;CHEMBL3483991;[H]N(CC1=CSC(N(C)C)=N1)C(=O)CCC1=C(C)N=CS1;F 5
8;9.0;5.607;8.33;-2.7;CHEMBL4575169;[H]N1C=C(C(=O)N([H])CCCC2=C(C)N=CS2)C=N1;F 5
8;9.0;5.909;8.617;-2.7;CHEMBL4576460;[H]N(CCC1=C(C)N=CS1)C(=O)C(C(C)(C)C)N([H])([H])[H];F 6
8;9.0;5.941;6.947;-2.7;CHEMBL4560094;[H]OC(CCSC)C(=O)N([H])CCC1=C(C)N=CS1;F 8
2;3.0;1.564;3.061;-2.6;CHEMBL3275138;CCC1=C(C)N=CS1;F 1
4;5.0;2.274;2.654;-2.6;CHEMBL315795;CC1=C(CCCl)SC=N1;F 2
5;6.0;4.513;6.594;-2.6;CHEMBL3752078;CCCCCCCOCCC1=C(C)N=CS1;F 9
5;6.0;7.862;8.79;-2.6;CHEMBL3228122;[H]OCCC1=C(C)N=C(F)S1;F 3
6;7.0;4.136;7.285;-2.6;CHEMBL2172682;CC1=C(CCN2C=CN=N2)SC=N1;F 3
6;7.0;4.672;7.135;-2.6;CHEMBL3752078;CCCCCCCOCCC1=C(C)N=CS1;F 9
6;7.0;6.941;8.003;-2.6;CHEMBL2021610;CC1=C(CCON(=O)=O)SC=N1;F 3
6;7.0;7.292;10.416;-2.6;CHEMBL1419411;CC1=C(CCOC(=O)C2=CC=C(Cl)C=C2)SC=N1;F 5
7;8.0;2.664;3.561;-2.6;CHEMBL3478166;[H]N(C)(CCC1=C(C)N=CS1)CC1=C(C)C=CS1;F 5
7;8.0;6.249;8.62;-2.6;CHEMBL3752078;CCCCCCCOCCC1=C(C)N=CS1;F 9
8;9.0;3.858;5.062;-2.6;CHEMBL4550384;[H]N(CCCC1=C(C)N=CS1)C(=O)C1=NC=CN=C1;F 5
4;5.0;4.547;7.031;-2.5;CHEMBL4569677;[H]N([H])(CCOC)CC1=C(C)N=CS1;F 5
4;5.0;7.974;8.509;-2.5;CHEMBL4553561;[H]OCC1=C(Cl)N=CS1;F 2
5;6.0;2.663;3.426;-2.5;CHEMBL4569677;[H]N([H])(CCOC)CC1=C(C)N=CS1;F 5
5;6.0;9.998;11.358;-2.5;CHEMBL3236173;CC1=C(CCN=N=N)SC=N1;F 3
6;7.0;6.24;7.355;-2.5;CHEMBL3228122;[H]OCCC1=C(C)N=C(F)S1;F 3
7;8.0;3.188;4.674;-2.5;CHEMBL2021610;CC1=C(CCON(=O)=O)SC=N1;F 3
7;8.0;3.794;4.541;-2.5;CHEMBL3228123;[H]OCCC1=C(C(F)(F)F)N=CS1;F 4
8;9.0;2.599;3.581;-2.5;CHEMBL3478166;[H]N(C)(CCC1=C(C)N=CS1)CC1=C(C)C=CS1;F 5
8;9.0;4.691;5.731;-2.5;CHEMBL3752078;CCCCCCCOCCC1=C(C)N=CS1;F 9
8;9.0;5.355;6.242;-2.5;CHEMBL3228123;[H]OCCC1=C(C(F)(F)F)N=CS1;F 4
1;2.0;4.606;5.602;-2.4;CHEMBL1190174;[H]N([H])([H])CCC1=C(C)N=CS1;F 3
2;3.0;1.965;2.273;-2.4;CHEMBL1190174;[H]N([H])([H])CCC1=C(C)N=CS1;F 3
3;4.0;1.925;3.571;-2.4;CHEMBL3275138;CCC1=C(C)N=CS1;F 1
3;4.0;1.994;2.563;-2.4;CHEMBL2104128;CC1=C(CCCCl)SC=N1;F 3
3;4.0;5.758;7.978;-2.4;CHEMBL3478212;CCN(CCOC)C(=O)CCC1=C(C)N=CS1;F 7
4;5.0;2.463;3.071;-2.4;CHEMBL4525811;[H]OC1CCC(C(=O)N(C)CCC2=C(C)N=CS2)CC1;F 5
4;5.0;7.609;8.809;-2.4;CHEMBL3478212;CCN(CCOC)C(=O)CCC1=C(C)N=CS1;F 7
5;6.0;4.741;8.246;-2.4;CHEMBL4525811;[H]OC1CCC(C(=O)N(C)CCC2=C(C)N=CS2)CC1;F 5
5;6.0;5.349;8.118;-2.4;CHEMBL2172683;CC1=C(CCN2C=C(C3=CC=CC=C3)N=N2)SC=N1;F 4
6;7.0;3.651;5.007;-2.4;CHEMBL4525811;[H]OC1CCC(C(=O)N(C)CCC2=C(C)N=CS2)CC1;F 5
7;8.0;5.203;7.133;-2.4;CHEMBL4525811;[H]OC1CCC(C(=O)N(C)CCC2=C(C)N=CS2)CC1;F 5
7;8.0;6.421;7.433;-2.4;CHEMBL3228122;[H]OCCC1=C(C)N=C(F)S1;F 3
8;9.0;5.039;5.843;-2.4;CHEMBL2021610;CC1=C(CCON(=O)=O)SC=N1;F 3
8;9.0;7.751;8.328;-2.4;CHEMBL3228122;[H]OCCC1=C(C)N=C(F)S1;F 3
2;3.0;7.615;8.519;-2.3;CHEMBL3306931;[H]OCCC1=C(C)N(C)CS1;F 3
2;3.0;9.535;10.563;-2.3;CHEMBL1402698;CC1=C(C(O)=O)SC=N1;F 1
3;4.0;7.446;8.604;-2.3;CHEMBL3306931;[H]OCCC1=C(C)N(C)CS1;F 3
5;6.0;6.499;7.992;-2.3;CHEMBL1236482;[H]OCCC1=C(C)N=CS1;F 3
5;6.0;8.26;9.427;-2.3;CHEMBL3478212;CCN(CCOC)C(=O)CCC1=C(C)N=CS1;F 7
6;7.0;4.198;4.939;-2.3;CHEMBL4569677;[H]N([H])(CCOC)CC1=C(C)N=CS1;F 5
6;7.0;5.125;9.085;-2.3;CHEMBL2172683;CC1=C(CCN2C=C(C3=CC=CC=C3)N=N2)SC=N1;F 4
3;4.0;3.115;4.023;-2.2;CHEMBL1190174;[H]N([H])([H])CCC1=C(C)N=CS1;F 3
4;5.0;2.468;2.944;-2.2;CHEMBL3275138;CCC1=C(C)N=CS1;F 1
4;5.0;2.564;3.836;-2.2;CHEMBL1190174;[H]N([H])([H])CCC1=C(C)N=CS1;F 3
4;5.0;3.648;4.825;-2.2;CHEMBL3306931;[H]OCCC1=C(C)N(C)CS1;F 3
5;6.0;1.745;2.634;-2.2;CHEMBL3275138;CCC1=C(C)N=CS1;F 1
5;6.0;2.615;3.024;-2.2;CHEMBL315795;CC1=C(CCCl)SC=N1;F 2
5;6.0;6.756;7.684;-2.2;CHEMBL3306931;[H]OCCC1=C(C)N(C)CS1;F 3
5;6.0;8.302;8.917;-2.2;CHEMBL4553561;[H]OCC1=C(Cl)N=CS1;F 2
6;7.0;3.606;4.372;-2.2;CHEMBL3275138;CCC1=C(C)N=CS1;F 1
6;7.0;4.035;5.129;-2.2;CHEMBL1236482;[H]OCCC1=C(C)N=CS1;F 3
7;8.0;3.793;4.76;-2.2;CHEMBL4569677;[H]N([H])(CCOC)CC1=C(C)N=CS1;F 5
7;8.0;7.315;10.659;-2.2;CHEMBL1419411;CC1=C(CCOC(=O)C2=CC=C(Cl)C=C2)SC=N1;F 5
8;9.0;6.278;7.273;-2.2;CHEMBL4569677;[H]N([H])(CCOC)CC1=C(C)N=CS1;F 5
3;4.0;8.277;9.238;-2.1;CHEMBL1402698;CC1=C(C(O)=O)SC=N1;F 1
4;5.0;10.08;11.066;-2.1;CHEMBL1402698;CC1=C(C(O)=O)SC=N1;F 1
4;5.0;4.699;5.677;-2.1;CHEMBL2104128;CC1=C(CCCCl)SC=N1;F 3
6;7.0;5.776;7.705;-2.1;CHEMBL3306931;[H]OCCC1=C(C)N(C)CS1;F 3
6;7.0;7.672;9.149;-2.1;CHEMBL3478212;CCN(CCOC)C(=O)CCC1=C(C)N=CS1;F 7
6;7.0;8.218;8.769;-2.1;CHEMBL4553561;[H]OCC1=C(Cl)N=CS1;F 2
6;7.0;9.483;10.422;-2.1;CHEMBL3236173;CC1=C(CCN=N=N)SC=N1;F 3
7;8.0;2.39;2.886;-2.1;CHEMBL3275138;CCC1=C(C)N=CS1;F 1
7;8.0;4.201;4.957;-2.1;CHEMBL2172682;CC1=C(CCN2C=CN=N2)SC=N1;F 3
7;8.0;6.716;8.638;-2.1;CHEMBL3306931;[H]OCCC1=C(C)N(C)CS1;F 3
7;8.0;8.264;8.722;-2.1;CHEMBL4553561;[H]OCC1=C(Cl)N=CS1;F 2
8;9.0;4.464;8.275;-2.1;CHEMBL4525811;[H]OC1CCC(C(=O)N(C)CCC2=C(C)N=CS2)CC1;F 5
8;9.0;5.598;6.687;-2.1;CHEMBL3306931;[H]OCCC1=C(C)N(C)CS1;F 3
8;9.0;8.584;9.135;-2.1;CHEMBL4553561;[H]OCC1=C(Cl)N=CS1;F 2
5;6.0;3.753;4.994;-2.0;CHEMBL2104128;CC1=C(CCCCl)SC=N1;F 3
5;6.0;7.904;8.649;-2.0;CHEMBL1402698;CC1=C(C(O)=O)SC=N1;F 1
6;7.0;4.521;5.481;-2.0;CHEMBL2104128;CC1=C(CCCCl)SC=N1;F 3
6;7.0;9.066;10.045;-2.0;CHEMBL1402698;CC1=C(C(O)=O)SC=N1;F 1
7;8.0;6.531;7.487;-2.0;CHEMBL1236482;[H]OCCC1=C(C)N=CS1;F 3
7;8.0;9.79;11.679;-2.0;CHEMBL3236173;CC1=C(CCN=N=N)SC=N1;F 3
8;9.0;2.5;2.959;-2.0;CHEMBL3275138;CCC1=C(C)N=CS1;F 1
8;9.0;3.889;4.662;-2.0;CHEMBL1236482;[H]OCCC1=C(C)N=CS1;F 3
8;9.0;5.554;6.678;-2.0;CHEMBL2172682;CC1=C(CCN2C=CN=N2)SC=N1;F 3
8;9.0;7.791;10.735;-2.0;CHEMBL1419411;CC1=C(CCOC(=O)C2=CC=C(Cl)C=C2)SC=N1;F 5
5;6.0;3.619;4.464;-1.9;CHEMBL1190174;[H]N([H])([H])CCC1=C(C)N=CS1;F 3
7;8.0;3.392;3.968;-1.9;CHEMBL2104128;CC1=C(CCCCl)SC=N1;F 3
7;8.0;6.414;8.624;-1.9;CHEMBL3478212;CCN(CCOC)C(=O)CCC1=C(C)N=CS1;F 7
7;8.0;8.148;9.925;-1.9;CHEMBL365225;[H]OCCC1=C(C(=O)N([H])C2=NC=CS2)N=CS1;F 4
7;8.0;8.614;9.237;-1.9;CHEMBL1402698;CC1=C(C(O)=O)SC=N1;F 1
8;9.0;3.881;4.787;-1.9;CHEMBL2104128;CC1=C(CCCCl)SC=N1;F 3
6;7.0;2.507;3.28;-1.8;CHEMBL1190174;[H]N([H])([H])CCC1=C(C)N=CS1;F 3
6;7.0;3.942;4.708;-1.8;CHEMBL315795;CC1=C(CCCl)SC=N1;F 2
7;8.0;2.453;2.675;-1.8;CHEMBL315795;CC1=C(CCCl)SC=N1;F 2
7;8.0;3.204;3.802;-1.8;CHEMBL1190174;[H]N([H])([H])CCC1=C(C)N=CS1;F 3
8;9.0;12.442;13.03;-1.8;CHEMBL1402698;CC1=C(C(O)=O)SC=N1;F 1
8;9.0;2.591;3.152;-1.8;CHEMBL1190174;[H]N([H])([H])CCC1=C(C)N=CS1;F 3
8;9.0;2.969;3.935;-1.8;CHEMBL315795;CC1=C(CCCl)SC=N1;F 2
8;9.0;3.627;7.132;-1.8;CHEMBL3478212;CCN(CCOC)C(=O)CCC1=C(C)N=CS1;F 7
8;9.0;8.097;9.82;-1.8;CHEMBL365225;[H]OCCC1=C(C(=O)N([H])C2=NC=CS2)N=CS1;F 4
8;9.0;10.912;11.778;-1.5;CHEMBL3236173;CC1=C(CCN=N=N)SC=N1;F 3
